song_name,song_id,popularity,release_date,release_date_precision,external_ids,spotify_url,artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
Superstition - Single Version,1h2xVEoJORqrg71HocgqXd,73,2002-10-29,day,{'isrc': 'USMO10000310'},https://open.spotify.com/track/1h2xVEoJORqrg71HocgqXd,"[{'artist_name': 'Stevie Wonder', 'artist_id': '7guDJrEfX3qb6FEbdPA5qi'}]",0.633,0.634,8.0,-12.115,1.0,0.0725,0.038,0.0064,0.0385,0.872,100.499,245493.0
I Will Survive,7rIovIsXE6kMn629b7kDig,72,1978-11-27,day,{'isrc': 'USUR10200634'},https://open.spotify.com/track/7rIovIsXE6kMn629b7kDig,"[{'artist_name': 'Gloria Gaynor', 'artist_id': '6V6WCgi7waF55bJmylC4H5'}]",,,,,,,,,,,,
Dancing Queen,0GjEhVFGZW8afUYGChu3Rr,83,1976,year,{'isrc': 'SEAYD7601020'},https://open.spotify.com/track/0GjEhVFGZW8afUYGChu3Rr,"[{'artist_name': 'ABBA', 'artist_id': '0LcJLqbBmaGUft1e9Mm8HV'}]",,,,,,,,,,,,
Born to Run,6hTcuIQa0sxrrByu9wTD7s,72,1975-08-25,day,{'isrc': 'USSM17500423'},https://open.spotify.com/track/6hTcuIQa0sxrrByu9wTD7s,"[{'artist_name': 'Bruce Springsteen', 'artist_id': '3eqjTLE0HfPfh78zjh6TqT'}]",0.27,0.944,4.0,-4.199,1.0,0.0975,0.00501,2.05e-05,0.116,0.606,146.347,269920.0
What's Going On,3Um9toULmYFGCpvaIPFw7l,70,1971-05-21,day,{'isrc': 'USMO17100041'},https://open.spotify.com/track/3Um9toULmYFGCpvaIPFw7l,"[{'artist_name': 'Marvin Gaye', 'artist_id': '3koiLjNrgRTNbOwViDipeA'}]",,,,,,,,,,,,
Maggie May,6rovOdp3HgK1DeAMYDzoA7,71,1971-05-18,day,{'isrc': 'USPR37102613'},https://open.spotify.com/track/6rovOdp3HgK1DeAMYDzoA7,"[{'artist_name': 'Rod Stewart', 'artist_id': '2y8Jo9CKhJvtfeKOsYzRdT'}]",,,,,,,,,,,,
Your Song,38zsOOcu31XbbYj9BIPUF1,79,1970-04-10,day,{'isrc': 'GBAMB9500072'},https://open.spotify.com/track/38zsOOcu31XbbYj9BIPUF1,"[{'artist_name': 'Elton John', 'artist_id': '3PhoLpVuITZKcymswpck5b'}]",0.554,0.315,3.0,-11.028,1.0,0.0298,0.828,5.53e-06,0.101,0.325,128.157,241787.0
Let's Stay Together,63xdwScd1Ai1GigAwQxE8y,75,1972,year,{'isrc': 'US2HK0913701'},https://open.spotify.com/track/63xdwScd1Ai1GigAwQxE8y,"[{'artist_name': 'Al Green', 'artist_id': '3dkbV4qihUeMsqN4vBGg93'}]",0.756,0.397,7.0,-10.701,0.0,0.0522,0.57,0.0115,0.0542,0.507,101.985,199396.0
Heart Of Glass - Special Mix,0a4agFmqHXxcZl1nho1BxM,67,1981-10-31,day,{'isrc': 'USCH39600074'},https://open.spotify.com/track/0a4agFmqHXxcZl1nho1BxM,"[{'artist_name': 'Blondie', 'artist_id': '4tpUmLEVLCGFr93o8hFFIB'}]",0.694,0.577,4.0,-14.63,1.0,0.0308,0.015,0.00836,0.0853,0.845,114.478,275733.0
Le Freak - 2018 Remaster,7Kszjzps0xbQXyo1pO4KfE,67,1978-08-11,day,{'isrc': 'USRH11803129'},https://open.spotify.com/track/7Kszjzps0xbQXyo1pO4KfE,"[{'artist_name': 'CHIC', 'artist_id': '0Xf8oDAJYd2D0k3NLI19OV'}]",,,,,,,,,,,,
My Sweet Lord (2014 Remaster),0KZodeWxqxd88F9wY1cqgs,78,1970-11-20,day,{'isrc': 'GB77R1400026'},https://open.spotify.com/track/0KZodeWxqxd88F9wY1cqgs,"[{'artist_name': 'George Harrison', 'artist_id': '7FIoB5PHdrMZVC3q2HE5MS'}]",,,,,,,,,,,,
London Calling - Remastered,5jzma6gCzYtKB1DbEwFZKH,69,1979,year,{'isrc': 'GBARL1200680'},https://open.spotify.com/track/5jzma6gCzYtKB1DbEwFZKH,"[{'artist_name': 'The Clash', 'artist_id': '3RGLhK1IP9jnYFH4BRFJBS'}]",,,,,,,,,,,,
Sweet Home Alabama,7e89621JPkKaeDSTQ3avtg,80,1974-04-15,day,{'isrc': 'USMC17446153'},https://open.spotify.com/track/7e89621JPkKaeDSTQ3avtg,"[{'artist_name': 'Lynyrd Skynyrd', 'artist_id': '4MVyzYMgTwdP7Z49wAZHx0'}]",0.596,0.605,7.0,-12.145,1.0,0.0255,0.181,0.000331,0.0863,0.886,97.798,283800.0
Y.M.C.A.,4YOJFyjqh8eAcbKFfv88mV,64,1978,year,{'isrc': 'USPR37800001'},https://open.spotify.com/track/4YOJFyjqh8eAcbKFfv88mV,"[{'artist_name': 'Village People', 'artist_id': '0dCKce6tJJdHvlWnDMwzPW'}]",0.75,0.785,6.0,-10.926,1.0,0.0591,0.0278,0.0,0.0601,0.752,126.361,286667.0
Let's Get It On,627teoJpK7qZOxRRY8TNnv,70,1973-08-28,day,{'isrc': 'USMO17300037'},https://open.spotify.com/track/627teoJpK7qZOxRRY8TNnv,"[{'artist_name': 'Marvin Gaye', 'artist_id': '3koiLjNrgRTNbOwViDipeA'}]",,,,,,,,,,,,
How Deep Is Your Love,2JoZzpdeP2G6Csfdq5aLXP,79,1979-01-01,day,{'isrc': 'GBAKW7701005'},https://open.spotify.com/track/2JoZzpdeP2G6Csfdq5aLXP,"[{'artist_name': 'Bee Gees', 'artist_id': '1LZEQNv7sE11VDY3SdxQeN'}]",0.633,0.357,5.0,-9.366,0.0,0.0264,0.105,0.0,0.133,0.674,104.938,245200.0
You're The One That I Want - From “Grease”,0B9x2BRHqj3Qer7biM3pU3,78,1978-04-04,day,{'isrc': 'NLF057890004'},https://open.spotify.com/track/0B9x2BRHqj3Qer7biM3pU3,"[{'artist_name': 'John Travolta', 'artist_id': '4hKkEHkaqCsyxNxXEsszVH'}, {'artist_name': 'Olivia Newton-John', 'artist_id': '4BoRxUdrcgbbq1rxJvvhg9'}]",0.758,0.612,0.0,-11.403,1.0,0.0598,0.281,0.00288,0.0954,0.822,106.945,169840.0
"Stayin' Alive - From ""Saturday Night Fever"" Soundtrack",3mRM4NM8iO7UBqrSigCQFH,78,1979-01-01,day,{'isrc': 'NLF057790034'},https://open.spotify.com/track/3mRM4NM8iO7UBqrSigCQFH,"[{'artist_name': 'Bee Gees', 'artist_id': '1LZEQNv7sE11VDY3SdxQeN'}]",0.703,0.826,10.0,-7.179,0.0,0.0341,0.0322,0.00629,0.179,0.945,103.564,285373.0
"Stayin' Alive - From ""Saturday Night Fever"" Soundtrack",3mRM4NM8iO7UBqrSigCQFH,78,1979-01-01,day,{'isrc': 'NLF057790034'},https://open.spotify.com/track/3mRM4NM8iO7UBqrSigCQFH,"[{'artist_name': 'Bee Gees', 'artist_id': '1LZEQNv7sE11VDY3SdxQeN'}]",0.703,0.826,10.0,-7.179,0.0,0.0341,0.0322,0.00629,0.179,0.945,103.564,285373.0
"Stayin' Alive - From ""Saturday Night Fever"" Soundtrack",3mRM4NM8iO7UBqrSigCQFH,78,1979-01-01,day,{'isrc': 'NLF057790034'},https://open.spotify.com/track/3mRM4NM8iO7UBqrSigCQFH,"[{'artist_name': 'Bee Gees', 'artist_id': '1LZEQNv7sE11VDY3SdxQeN'}]",0.703,0.826,10.0,-7.179,0.0,0.0341,0.0322,0.00629,0.179,0.945,103.564,285373.0
Won't Get Fooled Again - Original Album Version,0cJPLFrlV7TTCyPLupHzcH,64,1971-08-14,day,{'isrc': 'GBAKW7100100'},https://open.spotify.com/track/0cJPLFrlV7TTCyPLupHzcH,"[{'artist_name': 'The Who', 'artist_id': '67ea9eGLXYMsO2eYQRui3w'}]",,,,,,,,,,,,
Killing Me Softly With His Song,3gsCAGsWr6pUm1Vy7CPPob,74,1973-01-01,day,{'isrc': 'USAT29901394'},https://open.spotify.com/track/3gsCAGsWr6pUm1Vy7CPPob,"[{'artist_name': 'Roberta Flack', 'artist_id': '0W498bDDNlJIrYMKXdpLHA'}]",0.477,0.381,5.0,-10.237,0.0,0.0342,0.727,0.0,0.0615,0.329,121.568,286920.0
You Light Up My Life,3dFR132gzO8jxD57R2gid3,55,1977-07-01,day,{'isrc': 'USCRB9900460'},https://open.spotify.com/track/3dFR132gzO8jxD57R2gid3,"[{'artist_name': 'Debby Boone', 'artist_id': '1UkHCANZmdkKyVNvTLMrcJ'}]",0.333,0.367,2.0,-10.06,1.0,0.0291,0.831,1.19e-05,0.262,0.0685,77.986,216287.0
Heroes - 2017 Remaster,7Jh1bpe76CNTCgdgAdBw4Z,74,1977,year,{'isrc': 'USJT11700005'},https://open.spotify.com/track/7Jh1bpe76CNTCgdgAdBw4Z,"[{'artist_name': 'David Bowie', 'artist_id': '0oSGxfWSnnOXhD2fKuz2Gy'}]",,,,,,,,,,,,
We Are Family - 1995 Remaster,5IKLwqBQG6KU6MP2zP80Nu,68,1995,year,{'isrc': 'USAT20102166'},https://open.spotify.com/track/5IKLwqBQG6KU6MP2zP80Nu,"[{'artist_name': 'Sister Sledge', 'artist_id': '6gkWznnJkdkwRPVcmnrays'}]",0.784,0.893,7.0,-5.153,0.0,0.0923,0.3,1.57e-05,0.272,0.819,118.738,216733.0
Anarchy in the U.K.,3LoDeIbiR12sAznmpNEmKA,51,1977-10-27,day,{'isrc': 'USWB17700044'},https://open.spotify.com/track/3LoDeIbiR12sAznmpNEmKA,"[{'artist_name': 'Sex Pistols', 'artist_id': '1u7kkVrr14iBvrpYnZILJR'}]",,,,,,,,,,,,
The First Time Ever I Saw Your Face,0SxFyA4FqmEQqZVuAlg8lf,64,1969,year,{'isrc': 'USAT20107944'},https://open.spotify.com/track/0SxFyA4FqmEQqZVuAlg8lf,"[{'artist_name': 'Roberta Flack', 'artist_id': '0W498bDDNlJIrYMKXdpLHA'}]",0.311,0.0264,0.0,-21.644,1.0,0.037,0.731,0.00205,0.156,0.139,120.653,260666.0
My Sharona,1HOMkjp0nHMaTnfAkslCQj,70,1979-01-01,day,{'isrc': 'USCA28900153'},https://open.spotify.com/track/1HOMkjp0nHMaTnfAkslCQj,"[{'artist_name': 'The Knack', 'artist_id': '0Nn9YwJzcaeuU1jJL06e3r'}]",0.586,0.7,0.0,-9.558,1.0,0.0363,0.0589,0.00125,0.0318,0.897,147.245,295400.0
Play That Funky Music,5uuJruktM9fMdN9Va0DUMl,71,1976,year,{'isrc': 'USSM19912699'},https://open.spotify.com/track/5uuJruktM9fMdN9Va0DUMl,"[{'artist_name': 'Wild Cherry', 'artist_id': '4apX9tIeHb85yPyy4F6FJG'}]",0.814,0.672,9.0,-12.068,1.0,0.0619,0.0435,0.0,0.061,0.933,109.394,300000.0
"No Woman, No Cry - Live At The Lyceum, London/1975",423hwXFgoN8RYmqLoLuVvY,65,1975-01-01,day,{'isrc': 'USIR17590002'},https://open.spotify.com/track/423hwXFgoN8RYmqLoLuVvY,"[{'artist_name': 'Bob Marley & The Wailers', 'artist_id': '2QsynagSdAqZj3U9HgDzjD'}]",,,,,,,,,,,,
Don't Stop 'Til You Get Enough,46eu3SBuFCXWsPT39Yg3tJ,77,1979-08-10,day,{'isrc': 'USSM17900816'},https://open.spotify.com/track/46eu3SBuFCXWsPT39Yg3tJ,"[{'artist_name': 'Michael Jackson', 'artist_id': '3fMbdgg4jU18AjLCKBhRSm'}]",0.878,0.821,11.0,-9.875,1.0,0.089,0.126,0.0461,0.183,0.947,118.881,365467.0
Tie a Yellow Ribbon Round the Ole Oak Tree (feat. Tony Orlando) - 1998 Remastered,12UzVR0M7asW2MHAZRJk0I,51,1973-05-12,day,{'isrc': 'USAR19800305'},https://open.spotify.com/track/12UzVR0M7asW2MHAZRJk0I,"[{'artist_name': 'Dawn', 'artist_id': '1vjeJ712UQutRhn6WJI4sF'}, {'artist_name': 'Tony Orlando', 'artist_id': '6PNZ6ZfwWLiUA2BrranFl3'}]",,,,,,,,,,,,
We Will Rock You - Remastered 2011,54flyrjcdnQdco7300avMJ,68,1977-10-28,day,{'isrc': 'GBUM71029618'},https://open.spotify.com/track/54flyrjcdnQdco7300avMJ,"[{'artist_name': 'Queen', 'artist_id': '1dfeR4HaWDbWqFHLkxsg1d'}]",,,,,,,,,,,,
Walk On the Wild Side,5p3JunprHCxClJjOmcLV8G,73,1972-12-01,day,{'isrc': 'USRC17201948'},https://open.spotify.com/track/5p3JunprHCxClJjOmcLV8G,"[{'artist_name': 'Lou Reed', 'artist_id': '42TFhl7WlMRXiNqzSrnzPL'}]",0.575,0.318,0.0,-16.729,1.0,0.109,0.683,0.000202,0.0934,0.385,104.522,254173.0
Comfortably Numb,5HNCy40Ni5BZJFw1TKzRsC,79,1979-11-30,day,{'isrc': 'GBN9Y1100113'},https://open.spotify.com/track/5HNCy40Ni5BZJFw1TKzRsC,"[{'artist_name': 'Pink Floyd', 'artist_id': '0k17h0D3J5VfsdmQ1iZtE9'}]",,,,,,,,,,,,
Go Your Own Way - 2004 Remaster,07GvNcU1WdyZJq3XxP0kZa,78,1977-02-04,day,{'isrc': 'USWB10400050'},https://open.spotify.com/track/07GvNcU1WdyZJq3XxP0kZa,"[{'artist_name': 'Fleetwood Mac', 'artist_id': '08GQAI4eElDnROBrJRGE0X'}]",,,,,,,,,,,,
Brown Sugar - Remastered 2009,61UuPxxYUvacEH6SHIK3sU,65,1971-04-23,day,{'isrc': 'GBUM70909464'},https://open.spotify.com/track/61UuPxxYUvacEH6SHIK3sU,"[{'artist_name': 'The Rolling Stones', 'artist_id': '22bE4uQ6baNwSHPVcDxLCe'}]",0.633,0.934,0.0,-3.594,1.0,0.0344,0.219,0.00021,0.0592,0.963,128.606,228667.0
Good Times - 2018 Remaster,2wYKNcoqKW4IEcllj42xz1,55,1979-07-30,day,{'isrc': 'USRH11803144'},https://open.spotify.com/track/2wYKNcoqKW4IEcllj42xz1,"[{'artist_name': 'CHIC', 'artist_id': '0Xf8oDAJYd2D0k3NLI19OV'}]",,,,,,,,,,,,
The Way We Were,1vZTgn4JXWMahR8r99ug5H,60,1974-01,month,{'isrc': 'USSM10024187'},https://open.spotify.com/track/1vZTgn4JXWMahR8r99ug5H,"[{'artist_name': 'Barbra Streisand', 'artist_id': '7jmTilWYlKOuavFfmQAcu6'}]",0.264,0.32,9.0,-11.716,1.0,0.0325,0.885,0.00141,0.134,0.171,138.108,211093.0
God Save the Queen,6ui6l3ZNvlrGQZArwo8195,50,1977-10-27,day,{'isrc': 'USWB17700045'},https://open.spotify.com/track/6ui6l3ZNvlrGQZArwo8195,"[{'artist_name': 'Sex Pistols', 'artist_id': '1u7kkVrr14iBvrpYnZILJR'}]",,,,,,,,,,,,
Sultans of Swing,6cr6UDpkjEaMQ80OjWqEBQ,67,1978-10-07,day,{'isrc': 'GBF089601041'},https://open.spotify.com/track/6cr6UDpkjEaMQ80OjWqEBQ,"[{'artist_name': 'Dire Straits', 'artist_id': '0WwSkZ7LtFUFjGjMZBMt6T'}]",0.73,0.868,5.0,-7.325,1.0,0.0288,0.0632,0.0661,0.318,0.923,148.217,350400.0
More Than a Feeling,1QEEqeFIZktqIpPI4jSVSF,77,1976,year,{'isrc': 'USSM17600941'},https://open.spotify.com/track/1QEEqeFIZktqIpPI4jSVSF,"[{'artist_name': 'Boston', 'artist_id': '29kkCKKGXheHuoO829FxWK'}]",0.377,0.682,7.0,-8.039,1.0,0.0299,0.000894,0.00217,0.0504,0.288,108.736,285133.0
Rapper's Delight,7sZDbHZiuHEzS00vzCuhqS,53,1999-01-24,day,{'isrc': 'USRH10403145'},https://open.spotify.com/track/7sZDbHZiuHEzS00vzCuhqS,"[{'artist_name': 'The Sugarhill Gang', 'artist_id': '7zliF6Q946WznVk3ZMYhZX'}]",,,,,,,,,,,,
Heart of Gold,26QKxvjlCo2fSd3T4c8Zpb,71,1972-02-01,day,{'isrc': 'USRE12200586'},https://open.spotify.com/track/26QKxvjlCo2fSd3T4c8Zpb,"[{'artist_name': 'Neil Young', 'artist_id': '6v8FB84lnmJs434UJf2Mrm'}]",,,,,,,,,,,,
Without You,6MrILERJLA3Jcq0E9poZsp,65,1971,year,{'isrc': 'USRC17101019'},https://open.spotify.com/track/6MrILERJLA3Jcq0E9poZsp,"[{'artist_name': 'Harry Nilsson', 'artist_id': '3RTzAwFprBqiskp550eSJX'}]",,,,,,,,,,,,
Paranoid - 2012 - Remaster,1Y373MqadDRtclJNdnUXVc,72,1970-09-18,day,{'isrc': 'USWB11304628'},https://open.spotify.com/track/1Y373MqadDRtclJNdnUXVc,"[{'artist_name': 'Black Sabbath', 'artist_id': '5M52tdBnJaKSvOpJGz8mfZ'}]",0.415,0.658,4.0,-12.051,0.0,0.0696,4.52e-05,0.000735,0.176,0.45,163.015,168406.0
You're So Vain,2DnJjbjNTV9Nd5NOa1KGba,78,1972,year,{'isrc': 'USEE19900883'},https://open.spotify.com/track/2DnJjbjNTV9Nd5NOa1KGba,"[{'artist_name': 'Carly Simon', 'artist_id': '4FtSnMlCVxCswABUmdhwpm'}]",0.659,0.678,0.0,-8.18,1.0,0.0313,0.157,6.69e-06,0.0784,0.647,106.186,258411.0
Seasons in the Sun,7pGMRy91RcQT9oHdPgYz3A,61,1974-01-01,day,{'isrc': 'USAR17400171'},https://open.spotify.com/track/7pGMRy91RcQT9oHdPgYz3A,"[{'artist_name': 'Terry Jacks', 'artist_id': '09dDdtfi4mWLdC2BHOrIrl'}]",,,,,,,,,,,,
I'll Be There,5RdhBLmB4DyFHLglRrfx63,62,1970-09-08,day,{'isrc': 'USMO17082635'},https://open.spotify.com/track/5RdhBLmB4DyFHLglRrfx63,"[{'artist_name': 'The Jackson 5', 'artist_id': '2iE18Oxc8YSumAU232n4rW'}]",,,,,,,,,,,,
Crazy Little Thing Called Love - Remastered 2011,35ItUJlMtjOQW3SSiTCrrw,68,1980-06-27,day,{'isrc': 'GBUM71029612'},https://open.spotify.com/track/35ItUJlMtjOQW3SSiTCrrw,"[{'artist_name': 'Queen', 'artist_id': '1dfeR4HaWDbWqFHLkxsg1d'}]",0.599,0.762,0.0,-6.887,1.0,0.0423,0.714,4.43e-06,0.35,0.715,76.961,163373.0
Baba O'Riley,3qiyyUfYe7CRYLucrPmulD,75,1971-08-14,day,{'isrc': 'GBAKW7100001'},https://open.spotify.com/track/3qiyyUfYe7CRYLucrPmulD,"[{'artist_name': 'The Who', 'artist_id': '67ea9eGLXYMsO2eYQRui3w'}]",,,,,,,,,,,,
Kashmir - Remaster,6Vjk8MNXpQpi0F4BefdTyq,71,1975-02-24,day,{'isrc': 'USAT21300969'},https://open.spotify.com/track/6Vjk8MNXpQpi0F4BefdTyq,"[{'artist_name': 'Led Zeppelin', 'artist_id': '36QJpDe2go2KgaRleHCDTp'}]",,,,,,,,,,,,
Dream On,1xsYj84j7hUDDnTTerGWlH,82,1973-01-05,day,{'isrc': 'USSM10011897'},https://open.spotify.com/track/1xsYj84j7hUDDnTTerGWlH,"[{'artist_name': 'Aerosmith', 'artist_id': '7Ey4PD4MYsKc5I2dolUwbH'}]",,,,,,,,,,,,
Dreams - 2004 Remaster,0ofHAoxe9vBkTCp2UQIavz,86,1977-02-04,day,{'isrc': 'USWB11301111'},https://open.spotify.com/track/0ofHAoxe9vBkTCp2UQIavz,"[{'artist_name': 'Fleetwood Mac', 'artist_id': '08GQAI4eElDnROBrJRGE0X'}]",0.828,0.492,0.0,-9.744,1.0,0.0276,0.0644,0.00428,0.128,0.789,120.151,257800.0
Three Times A Lady,4ztwMHfPZhPoruZdBbgriM,55,1985,year,{'isrc': 'USMO17800521'},https://open.spotify.com/track/4ztwMHfPZhPoruZdBbgriM,"[{'artist_name': 'Commodores', 'artist_id': '6twIAGnYuIT1pncMAsXnEm'}]",0.39,0.0803,8.0,-20.518,1.0,0.0306,0.874,0.000639,0.127,0.184,150.503,217427.0
Fire and Rain - 2019 Remaster,1oht5GevPN9t1T3kG1m1GO,71,1970-02-01,day,{'isrc': 'USRH11900597'},https://open.spotify.com/track/1oht5GevPN9t1T3kG1m1GO,"[{'artist_name': 'James Taylor', 'artist_id': '0vn7UBvSQECKJm2817Yf1P'}]",,,,,,,,,,,,
Piano Man,70C4NyhjD5OZUMzvWZ3njJ,79,1973-11-07,day,{'isrc': 'USSM17300504'},https://open.spotify.com/track/70C4NyhjD5OZUMzvWZ3njJ,"[{'artist_name': 'Billy Joel', 'artist_id': '6zFYqv1mOsgBRQbae3JJ9e'}]",0.331,0.55,0.0,-6.483,1.0,0.0272,0.605,3.96e-06,0.192,0.429,177.734,339000.0
Theme From Shaft - Remastered 2009,7KMILVTQdVS4zQ8ilTcpRO,56,1971,year,{'isrc': 'USC4R0920520'},https://open.spotify.com/track/7KMILVTQdVS4zQ8ilTcpRO,"[{'artist_name': 'Isaac Hayes', 'artist_id': '3IKV7o6WPphDB7cCWXaG3E'}]",0.487,0.716,9.0,-17.689,0.0,0.0463,0.233,0.00445,0.113,0.819,120.795,279200.0
Smoke on the Water,5SAUIWdZ04OxYfJFDchC7S,62,1972-03-25,day,{'isrc': 'USWB19700125'},https://open.spotify.com/track/5SAUIWdZ04OxYfJFDchC7S,"[{'artist_name': 'Deep Purple', 'artist_id': '568ZhdwyaiCyOGJRtNYhWf'}]",0.632,0.586,0.0,-11.333,1.0,0.0284,0.0983,0.581,0.0535,0.89,114.243,342173.0
Tonight's the Night (Gonna Be Alright) - 2009 Remaster,10LRRKPmx8uHcSxLVWK0ct,57,1976,year,{'isrc': 'USWB10900470'},https://open.spotify.com/track/10LRRKPmx8uHcSxLVWK0ct,"[{'artist_name': 'Rod Stewart', 'artist_id': '2y8Jo9CKhJvtfeKOsYzRdT'}]",0.55,0.514,11.0,-12.617,1.0,0.0523,0.336,0.125,0.382,0.724,136.542,237120.0
Lola (2020 Stereo Remaster),4Tjs8b6jL1s18sjURJtswp,67,1970-11-27,day,{'isrc': 'GB5KW2001995'},https://open.spotify.com/track/4Tjs8b6jL1s18sjURJtswp,"[{'artist_name': 'The Kinks', 'artist_id': '1SQRv42e4PjEYfPhS0Tk9E'}]",,,,,,,,,,,,
It's Too Late,12q3V8ShACq2PSWINMc2rC,72,1971,year,{'isrc': 'USSM17100509'},https://open.spotify.com/track/12q3V8ShACq2PSWINMc2rC,"[{'artist_name': 'Carole King', 'artist_id': '319yZVtYM9MBGqmSQnMyY6'}]",,,,,,,,,,,,
Midnight Train to Georgia,7MF7QAodbGzNYav5ZfIhAY,71,1973,year,{'isrc': 'USBR17300001'},https://open.spotify.com/track/7MF7QAodbGzNYav5ZfIhAY,"[{'artist_name': 'Gladys Knight & The Pips', 'artist_id': '0TF2NxkJZPQoX1H53rEFM1'}]",,,,,,,,,,,,
Wish You Were Here,6mFkJmJqdDVQ1REhVfGgd1,80,1975-09-12,day,{'isrc': 'GBN9Y1100088'},https://open.spotify.com/track/6mFkJmJqdDVQ1REhVfGgd1,"[{'artist_name': 'Pink Floyd', 'artist_id': '0k17h0D3J5VfsdmQ1iZtE9'}]",,,,,,,,,,,,
