song_name,song_id,popularity,release_date,release_date_precision,external_ids,spotify_url,artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
We Found Love,6qn9YLKt13AGvpq9jfO8py,83,2011-11-18,day,{'isrc': 'USUM71115507'},https://open.spotify.com/track/6qn9YLKt13AGvpq9jfO8py,"[{'artist_name': 'Rihanna', 'artist_id': '5pKCCKE2ajJHZ9KAiaK11H'}, {'artist_name': 'Calvin Harris', 'artist_id': '7CajNmpbOovFoOoasH2HaY'}]",0.734,0.766,1.0,-4.485,1.0,0.0383,0.025,0.00138,0.108,0.6,127.986,215227.0
We Found Love,6qn9YLKt13AGvpq9jfO8py,83,2011-11-18,day,{'isrc': 'USUM71115507'},https://open.spotify.com/track/6qn9YLKt13AGvpq9jfO8py,"[{'artist_name': 'Rihanna', 'artist_id': '5pKCCKE2ajJHZ9KAiaK11H'}, {'artist_name': 'Calvin Harris', 'artist_id': '7CajNmpbOovFoOoasH2HaY'}]",0.734,0.766,1.0,-4.485,1.0,0.0383,0.025,0.00138,0.108,0.6,127.986,215227.0
Party Rock Anthem,0IkKz2J93C94Ei4BvDop7P,69,2011-01-01,day,{'isrc': 'USUM71100061'},https://open.spotify.com/track/0IkKz2J93C94Ei4BvDop7P,"[{'artist_name': 'LMFAO', 'artist_id': '3sgFRtyBnxXD5ESfmbK4dl'}, {'artist_name': 'Lauren Bennett', 'artist_id': '2jLE4BoXHriQ96JagEtiDP'}, {'artist_name': 'GoonRock', 'artist_id': '53sIBaVjXQhfH89Vu6nEGh'}]",0.75,0.727,5.0,-4.21,0.0,0.142,0.0189,0.0,0.266,0.359,129.993,262173.0
Closer,7BKLCZ1jbUBVqRi2FVlTVw,86,2016-07-29,day,{'isrc': 'USQX91601347'},https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,"[{'artist_name': 'The Chainsmokers', 'artist_id': '69GGBxA162lTqCwzJG5jLp'}, {'artist_name': 'Halsey', 'artist_id': '26VFTg2z8YR0cCuwLzESi2'}]",0.748,0.524,8.0,-5.599,1.0,0.0338,0.414,0.0,0.111,0.661,95.01,244960.0
Blinding Lights,0VjIjW4GlUZAMYd2vXMi3b,88,2020-03-20,day,{'isrc': 'USUG11904206'},https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,"[{'artist_name': 'The Weeknd', 'artist_id': '1Xyo4u8uXC1ZmMpatF05PJ'}]",,,,,,,,,,,,
Royals,2dLLR6qlu5UJ5gk0dKz0h3,76,2013-09-27,day,{'isrc': 'NZUM71200031'},https://open.spotify.com/track/2dLLR6qlu5UJ5gk0dKz0h3,"[{'artist_name': 'Lorde', 'artist_id': '163tK9Wjr9P9DmM0AVK7lm'}]",0.674,0.428,7.0,-9.504,1.0,0.122,0.121,0.0,0.132,0.337,84.878,190185.0
Thinking out Loud,34gCuhDGsG4bRPIf9bb02f,82,2014-06-21,day,{'isrc': 'GBAHS1400099'},https://open.spotify.com/track/34gCuhDGsG4bRPIf9bb02f,"[{'artist_name': 'Ed Sheeran', 'artist_id': '6eUKZXaKkcviH0Ku9w2n3V'}]",0.781,0.445,2.0,-6.061,1.0,0.0295,0.474,0.0,0.184,0.591,78.998,281560.0
See You Again (feat. Charlie Puth),2JzZzZUQj3Qff7wapcbKjc,81,2015,year,{'isrc': 'USAT21703595'},https://open.spotify.com/track/2JzZzZUQj3Qff7wapcbKjc,"[{'artist_name': 'Wiz Khalifa', 'artist_id': '137W8MRPWKqSmrBGDBFSop'}, {'artist_name': 'Charlie Puth', 'artist_id': '6VuMaDnrHyPL1p4EHjYLi7'}]",0.689,0.481,10.0,-7.503,1.0,0.0815,0.369,1.03e-06,0.0649,0.283,80.025,229526.0
Perfect,0tgVpDi06FyKpA1z0VMD4v,87,2017-03-03,day,{'isrc': 'GBAHS1700024'},https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,"[{'artist_name': 'Ed Sheeran', 'artist_id': '6eUKZXaKkcviH0Ku9w2n3V'}]",0.599,0.448,8.0,-6.312,1.0,0.0232,0.163,0.0,0.106,0.168,95.05,263400.0
Just the Way You Are,7BqBn9nzAq8spo5e7cZ0dJ,87,2010-05-11,day,{'isrc': 'USAT21001269'},https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ,"[{'artist_name': 'Bruno Mars', 'artist_id': '0du5cEVh5yTK9QJze8zA0C'}]",0.637,0.843,5.0,-5.413,1.0,0.0432,0.0151,0.0,0.0876,0.434,109.012,220733.0
"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",7LcfRTgAVTs5pQGEQgUEzN,72,2010,year,{'isrc': 'USUM71109132'},https://open.spotify.com/track/7LcfRTgAVTs5pQGEQgUEzN,"[{'artist_name': 'Maroon 5', 'artist_id': '04gDigrS5kc9YWfZHwBETP'}, {'artist_name': 'Christina Aguilera', 'artist_id': '1l7ZsJRRS8wlW3WfJfPfNS'}]",,,,,,,,,,,,
Someone Like You,1zwMYTA5nlNjZxYrvBB2pV,78,2011-01-24,day,{'isrc': 'GBBKS1000351'},https://open.spotify.com/track/1zwMYTA5nlNjZxYrvBB2pV,"[{'artist_name': 'Adele', 'artist_id': '4dpARuHxo51G3z768sgnrY'}]",,,,,,,,,,,,
Shake It Off (Taylor's Version),3pv7Q5v2dpdefwdWIvE7yH,71,2023-10-26,day,{'isrc': 'USUG12306677'},https://open.spotify.com/track/3pv7Q5v2dpdefwdWIvE7yH,"[{'artist_name': 'Taylor Swift', 'artist_id': '06HL4z0CvFAxyc27GXpf02'}]",,,,,,,,,,,,
Love The Way You Lie,15JINEqzVMv3SvJTAXAKED,84,2010-06-18,day,{'isrc': 'USUM71015397'},https://open.spotify.com/track/15JINEqzVMv3SvJTAXAKED,"[{'artist_name': 'Eminem', 'artist_id': '7dGJo4pcD2V6oG8kP0tJRR'}, {'artist_name': 'Rihanna', 'artist_id': '5pKCCKE2ajJHZ9KAiaK11H'}]",0.749,0.925,10.0,-5.034,1.0,0.227,0.241,0.0,0.52,0.641,86.989,263373.0
All of Me,3U4isOIWM3VvDubwSI3y7a,85,2013-08-30,day,{'isrc': 'USSM11303954'},https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a,"[{'artist_name': 'John Legend', 'artist_id': '5y2Xq6xcjJb2jVM54GHK3t'}]",0.422,0.264,8.0,-7.064,1.0,0.0322,0.922,0.0,0.132,0.331,119.93,269560.0
Thrift Shop (feat. Wanz),6CjtS2JZH9RkDz5UVInsa9,78,2012-10-09,day,{'isrc': 'GMM881200003'},https://open.spotify.com/track/6CjtS2JZH9RkDz5UVInsa9,"[{'artist_name': 'Macklemore & Ryan Lewis', 'artist_id': '5BcAKTbp20cv7tC5VqPFoC'}, {'artist_name': 'Macklemore', 'artist_id': '3JhNCzhSMTxs9WLGJJxWOY'}, {'artist_name': 'Ryan Lewis', 'artist_id': '5mZJerulcERBZV7xnhrVp1'}, {'artist_name': 'Wanz', 'artist_id': '56xTxG4nQMAs1GW9kvn0uA'}]",,,,,,,,,,,,
Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],2Foc5Q5nqNiosCNqttzHof,78,2013-04-19,day,{'isrc': 'USQX91300809'},https://open.spotify.com/track/2Foc5Q5nqNiosCNqttzHof,"[{'artist_name': 'Pharrell Williams', 'artist_id': '2RdwBSPQiwcmiDo9kixcl8'}, {'artist_name': 'Nile Rodgers', 'artist_id': '3yDIp0kaq9EFKe07X1X2rz'}, {'artist_name': 'Thomas Bangalter', 'artist_id': '41vv2Tj1knysv6MuFUmdwi'}, {'artist_name': 'Guy-Manuel de Homem-Christo', 'artist_id': '2NvZ35VexRu6LmfVlArMPq'}, {'artist_name': 'Daft Punk', 'artist_id': '4tZwfgrHOc3mvqYlEYSvVi'}]",,,,,,,,,,,,
One Dance,1zi7xx7UVEFkmKfv06H8x0,85,2016-05-06,day,{'isrc': 'USCM51600028'},https://open.spotify.com/track/1zi7xx7UVEFkmKfv06H8x0,"[{'artist_name': 'Drake', 'artist_id': '3TVXtAsR1Inumwj472S9r4'}, {'artist_name': 'Wizkid', 'artist_id': '3tVQdUvClmAT7URs9V3rsp'}, {'artist_name': 'Kyla', 'artist_id': '6TK7fjRPdy2GW2pJzNF23L'}]",0.792,0.625,1.0,-5.609,1.0,0.0536,0.00776,0.00188,0.329,0.37,103.967,173987.0
Gangnam Style (강남스타일),03UrZgTINDqvnUMbbIMhql,75,2012-01-01,day,{'isrc': 'USUM71210283'},https://open.spotify.com/track/03UrZgTINDqvnUMbbIMhql,"[{'artist_name': 'PSY', 'artist_id': '2dd5mrQZvg6SmahdgVKDzh'}]",0.727,0.937,11.0,-2.871,0.0,0.287,0.00417,0.0,0.091,0.749,132.067,219493.0
God's Plan,6DCZcSspjsKoFjzjrWoCdn,82,2018-06-29,day,{'isrc': 'USCM51800004'},https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn,"[{'artist_name': 'Drake', 'artist_id': '3TVXtAsR1Inumwj472S9r4'}]",0.754,0.449,7.0,-9.211,1.0,0.109,0.0332,8.29e-05,0.552,0.357,77.169,198973.0
"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",1WkMMavIMc4JZ8cfMmxHkI,73,2016-09-23,day,{'isrc': 'USRC11600876'},https://open.spotify.com/track/1WkMMavIMc4JZ8cfMmxHkI,"[{'artist_name': 'Justin Timberlake', 'artist_id': '31TPClRtHm23RisEBtV3X7'}]",0.669,0.832,0.0,-5.72,1.0,0.0682,0.0106,0.0,0.0968,0.7,113.035,237547.0
All About That Bass,5jE48hhRu8E6zBDPRSkEq7,71,2015-01-09,day,{'isrc': 'USSM11401317'},https://open.spotify.com/track/5jE48hhRu8E6zBDPRSkEq7,"[{'artist_name': 'Meghan Trainor', 'artist_id': '6JL8zeS1NmiOftqZTRgdTz'}]",0.807,0.887,9.0,-3.726,1.0,0.0503,0.0573,2.87e-06,0.124,0.961,134.052,187920.0
Firework,3lXbHd0EoryoQh3vpevNEP,73,2010-01-01,day,{'isrc': 'USCA21001262'},https://open.spotify.com/track/3lXbHd0EoryoQh3vpevNEP,"[{'artist_name': 'Katy Perry', 'artist_id': '6jJ0s89eD6GaHleKKya26X'}]",,,,,,,,,,,,
Roar,27tNWlhdAryQY04Gb2ZhUI,79,2013-01-01,day,{'isrc': 'USUM71308669'},https://open.spotify.com/track/27tNWlhdAryQY04Gb2ZhUI,"[{'artist_name': 'Katy Perry', 'artist_id': '6jJ0s89eD6GaHleKKya26X'}]",,,,,,,,,,,,
Can't Feel My Face,22VdIZQfgXJea34mQxlt81,81,2015-08-28,day,{'isrc': 'USUG11500741'},https://open.spotify.com/track/22VdIZQfgXJea34mQxlt81,"[{'artist_name': 'The Weeknd', 'artist_id': '1Xyo4u8uXC1ZmMpatF05PJ'}]",0.705,0.769,9.0,-5.526,0.0,0.0426,0.112,0.0,0.105,0.59,107.939,213520.0
Love Yourself,50kpGaPAhYJ3sGmk6vplg0,84,2015-11-13,day,{'isrc': 'USUM71516761'},https://open.spotify.com/track/50kpGaPAhYJ3sGmk6vplg0,"[{'artist_name': 'Justin Bieber', 'artist_id': '1uNFoZAHBGtllmzznpCI3s'}]",,,,,,,,,,,,
Girls Like You (feat. Cardi B) - Cardi B Version,6V1bu6o1Yo5ZXnsCJU8Ovk,65,2018-06-15,day,{'isrc': 'USUM71805272'},https://open.spotify.com/track/6V1bu6o1Yo5ZXnsCJU8Ovk,"[{'artist_name': 'Maroon 5', 'artist_id': '04gDigrS5kc9YWfZHwBETP'}, {'artist_name': 'Cardi B', 'artist_id': '4kYSro6naA4h99UJvo89HB'}]",0.851,0.541,0.0,-6.825,1.0,0.0505,0.568,0.0,0.13,0.448,124.959,235545.0
Havana (feat. Young Thug),1rfofaqEpACxVEHIZBJe6W,81,2018-01-12,day,{'isrc': 'USSM11706905'},https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W,"[{'artist_name': 'Camila Cabello', 'artist_id': '4nDoRrQiYLoBzwC5BhVJzF'}, {'artist_name': 'Young Thug', 'artist_id': '50co4Is1HCEo8bhOyUWKpn'}]",0.765,0.523,2.0,-4.333,1.0,0.03,0.184,3.56e-05,0.132,0.394,104.988,217307.0
Blank Space (Taylor's Version),45wMBGri1PORPjM9PwFfrS,76,2023-10-26,day,{'isrc': 'USUG12306673'},https://open.spotify.com/track/45wMBGri1PORPjM9PwFfrS,"[{'artist_name': 'Taylor Swift', 'artist_id': '06HL4z0CvFAxyc27GXpf02'}]",,,,,,,,,,,,
We Are Young (feat. Janelle Monáe),7a86XRg84qjasly9f6bPSD,74,2012-02-21,day,{'isrc': 'USAT21101399'},https://open.spotify.com/track/7a86XRg84qjasly9f6bPSD,"[{'artist_name': 'fun.', 'artist_id': '5nCi3BB41mBaMH9gfr6Su0'}, {'artist_name': 'Janelle Monáe', 'artist_id': '6ueGR6SWhUJfvEhqkvMsVs'}]",0.378,0.638,10.0,-5.576,1.0,0.075,0.02,7.66e-05,0.0849,0.735,184.086,250627.0
bad guy,2Fxmhks0bxGSBdJ92vM42m,81,2019-03-29,day,{'isrc': 'USUM71900764'},https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,"[{'artist_name': 'Billie Eilish', 'artist_id': '6qqNVTkY8uBg9cP3Jd7DAH'}]",0.701,0.425,7.0,-10.965,1.0,0.375,0.328,0.13,0.1,0.562,135.128,194088.0
Sorry,09CtPGIpYB4BrO8qb1RGsF,84,2015-11-13,day,{'isrc': 'USUM71516760'},https://open.spotify.com/track/09CtPGIpYB4BrO8qb1RGsF,"[{'artist_name': 'Justin Bieber', 'artist_id': '1uNFoZAHBGtllmzznpCI3s'}]",,,,,,,,,,,,
Counting Stars,2tpWsVSb9UEmDRxAl1zhX1,86,2013-01-01,day,{'isrc': 'USUM71301306'},https://open.spotify.com/track/2tpWsVSb9UEmDRxAl1zhX1,"[{'artist_name': 'OneRepublic', 'artist_id': '5Pwc4xIPtQLFEnJriah9YJ'}]",,,,,,,,,,,,
Stay With Me,5Nm9ERjJZ5oyfXZTECKmRt,81,2014-05-26,day,{'isrc': 'GBUM71308833'},https://open.spotify.com/track/5Nm9ERjJZ5oyfXZTECKmRt,"[{'artist_name': 'Sam Smith', 'artist_id': '2wY79sveU1sp5g7SokKOiI'}]",0.418,0.42,0.0,-6.444,1.0,0.0414,0.588,6.39e-05,0.11,0.184,84.094,172724.0
Wake Me Up,0nrRP2bk19rLc0orkWPQk2,86,2013-01-01,day,{'isrc': 'SEUM71301326'},https://open.spotify.com/track/0nrRP2bk19rLc0orkWPQk2,"[{'artist_name': 'Avicii', 'artist_id': '1vCWHaC5f2uS3yhpwWbIA6'}]",,,,,,,,,,,,
California Gurls,6KOEK6SeCEZOQkLj5M1PxH,75,2010-01-01,day,{'isrc': 'USCA21001135'},https://open.spotify.com/track/6KOEK6SeCEZOQkLj5M1PxH,"[{'artist_name': 'Katy Perry', 'artist_id': '6jJ0s89eD6GaHleKKya26X'}, {'artist_name': 'Snoop Dogg', 'artist_id': '7hJcb9fa4alzcOq3EaNPoG'}]",,,,,,,,,,,,
Cheap Thrills,3S4px9f4lceWdKf0gWciFu,70,2016-10-21,day,{'isrc': 'USRC11502935'},https://open.spotify.com/track/3S4px9f4lceWdKf0gWciFu,"[{'artist_name': 'Sia', 'artist_id': '5WUlDfRSoLAfcVSX1WnrxN'}]",0.628,0.698,6.0,-5.608,0.0,0.105,0.0472,0.00143,0.0907,0.732,89.976,211667.0
Work,72TFWvU3wUYdUuxejTTIzt,77,2016-01-28,day,{'isrc': 'QM5FT1600116'},https://open.spotify.com/track/72TFWvU3wUYdUuxejTTIzt,"[{'artist_name': 'Rihanna', 'artist_id': '5pKCCKE2ajJHZ9KAiaK11H'}, {'artist_name': 'Drake', 'artist_id': '3TVXtAsR1Inumwj472S9r4'}]",0.725,0.534,11.0,-6.238,1.0,0.0946,0.0752,0.0,0.0919,0.558,91.974,219320.0
Fancy,3oiMJQAWVaxSubJ7b2VUtX,67,2014-01-01,day,{'isrc': 'GBUM71400597'},https://open.spotify.com/track/3oiMJQAWVaxSubJ7b2VUtX,"[{'artist_name': 'Iggy Azalea', 'artist_id': '5yG7ZAZafVaAlMTeBybKAL'}, {'artist_name': 'Charli xcx', 'artist_id': '25uiPmTg16RbhZWAqwLBy5'}]",0.912,0.716,10.0,-4.141,0.0,0.0697,0.0904,0.0,0.0491,0.377,94.981,199938.0
Shallow,2VxeLyX666F8uXCJ0dZF8B,83,2018-10-05,day,{'isrc': 'USUM71813192'},https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B,"[{'artist_name': 'Lady Gaga', 'artist_id': '1HY2Jd0NmPuamShAr6KMms'}, {'artist_name': 'Bradley Cooper', 'artist_id': '4VIvfOurcf0vuLRxLkGnIG'}]",0.572,0.385,7.0,-6.362,1.0,0.0308,0.371,0.0,0.231,0.323,95.799,215733.0
rockstar (feat. 21 Savage),0e7ipj03S05BNilyu5bRzt,81,2018-04-27,day,{'isrc': 'USUM71710087'},https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt,"[{'artist_name': 'Post Malone', 'artist_id': '246dkjvS1zLTtiykXe5h60'}, {'artist_name': '21 Savage', 'artist_id': '1URnnhqYAYcrqrcwql10ft'}]",0.585,0.52,5.0,-6.136,0.0,0.0712,0.124,7.01e-05,0.131,0.129,159.801,218147.0
Dark Horse,4jbmgIyjGoXjY01XxatOx6,80,2013-01-01,day,{'isrc': 'USUM71311296'},https://open.spotify.com/track/4jbmgIyjGoXjY01XxatOx6,"[{'artist_name': 'Katy Perry', 'artist_id': '6jJ0s89eD6GaHleKKya26X'}, {'artist_name': 'Juicy J', 'artist_id': '5gCRApTajqwbnHHPbr2Fpi'}]",,,,,,,,,,,,
The Hills,7fBv7CLKzipRk6EC6TWHOB,85,2015-08-28,day,{'isrc': 'USUG11500737'},https://open.spotify.com/track/7fBv7CLKzipRk6EC6TWHOB,"[{'artist_name': 'The Weeknd', 'artist_id': '1Xyo4u8uXC1ZmMpatF05PJ'}]",0.58,0.565,0.0,-7.065,0.0,0.0488,0.0671,0.0,0.135,0.138,112.986,242253.0
Rude,6RtPijgfPKROxEzTHNRiDp,83,2014-06-25,day,{'isrc': 'CAV161300016'},https://open.spotify.com/track/6RtPijgfPKROxEzTHNRiDp,"[{'artist_name': 'MAGIC!', 'artist_id': '0DxeaLnv6SyYk2DOqkLO8c'}]",0.774,0.756,1.0,-4.995,1.0,0.0389,0.0423,0.0,0.305,0.931,144.032,224840.0
Ho Hey,0DwClY2t9YAWHBROMIgrXb,81,2012-04-03,day,{'isrc': 'USDMG1260805'},https://open.spotify.com/track/0DwClY2t9YAWHBROMIgrXb,"[{'artist_name': 'The Lumineers', 'artist_id': '16oZKvXb6WkQlVAjwo2Wbg'}]",,,,,,,,,,,,
Sexy And I Know It,0obBFrPYkSoBJbvHfUIhkv,64,2011-01-01,day,{'isrc': 'USUM71108090'},https://open.spotify.com/track/0obBFrPYkSoBJbvHfUIhkv,"[{'artist_name': 'LMFAO', 'artist_id': '3sgFRtyBnxXD5ESfmbK4dl'}]",0.707,0.861,7.0,-4.225,1.0,0.316,0.1,0.0,0.191,0.795,130.021,199480.0
Locked out of Heaven,3w3y8KPTfNeOKPiqUTakBh,89,2012-12-07,day,{'isrc': 'USAT21203287'},https://open.spotify.com/track/3w3y8KPTfNeOKPiqUTakBh,"[{'artist_name': 'Bruno Mars', 'artist_id': '0du5cEVh5yTK9QJze8zA0C'}]",0.726,0.698,5.0,-4.165,1.0,0.0431,0.049,0.0,0.309,0.867,143.994,233478.0
Radioactive,4G8gkOterJn0Ywt6uhqbhp,71,2012-09-04,day,{'isrc': 'USUM71201074'},https://open.spotify.com/track/4G8gkOterJn0Ywt6uhqbhp,"[{'artist_name': 'Imagine Dragons', 'artist_id': '53XhwfbYqKCa1cC15pYq2q'}]",0.448,0.784,9.0,-3.686,1.0,0.0627,0.106,0.000108,0.668,0.236,136.245,186813.0
Hotline Bling,0wwPcA6wtMf6HUMpIRdeP7,78,2016-05-06,day,{'isrc': 'USCM51500238'},https://open.spotify.com/track/0wwPcA6wtMf6HUMpIRdeP7,"[{'artist_name': 'Drake', 'artist_id': '3TVXtAsR1Inumwj472S9r4'}]",0.891,0.625,2.0,-7.861,1.0,0.0558,0.00261,0.000176,0.0504,0.548,134.967,267067.0
"Let It Go - From ""Frozen""/Soundtrack Version",0qcr5FMsEO85NAQjrlDRKo,76,2013-01-01,day,{'isrc': 'USWD11366376'},https://open.spotify.com/track/0qcr5FMsEO85NAQjrlDRKo,"[{'artist_name': 'Idina Menzel', 'artist_id': '73Np75Wv2tju61Eo9Zw4IR'}]",0.541,0.485,8.0,-6.85,1.0,0.031,0.558,0.0,0.12,0.369,136.956,223840.0
What Do You Mean?,4B0JvthVoAAuygILe3n4Bs,81,2015-11-13,day,{'isrc': 'USUM71511919'},https://open.spotify.com/track/4B0JvthVoAAuygILe3n4Bs,"[{'artist_name': 'Justin Bieber', 'artist_id': '1uNFoZAHBGtllmzznpCI3s'}]",0.845,0.567,5.0,-8.118,0.0,0.0956,0.59,0.00142,0.0811,0.793,125.02,205680.0
In My Feelings,2G7V7zsVDxg1yRsu7Ew9RJ,73,2018-06-29,day,{'isrc': 'USCM51800206'},https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ,"[{'artist_name': 'Drake', 'artist_id': '3TVXtAsR1Inumwj472S9r4'}]",0.835,0.626,1.0,-5.833,1.0,0.125,0.0589,6e-05,0.396,0.35,91.03,217925.0
Can't Hold Us (feat. Ray Dalton),22skzmqfdWrjJylampe0kt,85,2012-10-09,day,{'isrc': 'GMM881200002'},https://open.spotify.com/track/22skzmqfdWrjJylampe0kt,"[{'artist_name': 'Macklemore', 'artist_id': '3JhNCzhSMTxs9WLGJJxWOY'}, {'artist_name': 'Ryan Lewis', 'artist_id': '5mZJerulcERBZV7xnhrVp1'}, {'artist_name': 'Macklemore & Ryan Lewis', 'artist_id': '5BcAKTbp20cv7tC5VqPFoC'}, {'artist_name': 'Ray Dalton', 'artist_id': '4e0nWw2r4BoQSKPQ2zpU13'}]",,,,,,,,,,,,
Give Me Everything (feat. Nayer),4QNpBfC0zvjKqPJcyqBy9W,87,2011-06-17,day,{'isrc': 'USJAY1100032'},https://open.spotify.com/track/4QNpBfC0zvjKqPJcyqBy9W,"[{'artist_name': 'Pitbull', 'artist_id': '0TnOYISbd1XYRBk9myaseg'}, {'artist_name': 'AFROJACK', 'artist_id': '4D75GcNG95ebPtNvoNVXhz'}, {'artist_name': 'Ne-Yo', 'artist_id': '21E3waRsmPlU7jZsS13rcj'}, {'artist_name': 'Nayer', 'artist_id': '1ruutHJcECI7cos2n5TqpO'}]",0.671,0.939,8.0,-3.206,1.0,0.161,0.192,0.0,0.298,0.529,129.023,252307.0
Let Her Go,1KxwZYyzWNyZSRyErj2ojT,74,2012-08-28,day,{'isrc': 'GBMQN1200012'},https://open.spotify.com/track/1KxwZYyzWNyZSRyErj2ojT,"[{'artist_name': 'Passenger', 'artist_id': '0gadJ2b9A4SKsB1RFkBb66'}]",,,,,,,,,,,,
