song_name,song_id,popularity,release_date,release_date_precision,external_ids,spotify_url,artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
Viva La Vida,1mea3bSkSGXuIRvnydlB5b,87,2008-06-06,day,{'isrc': 'GBAYE0800265'},https://open.spotify.com/track/1mea3bSkSGXuIRvnydlB5b,"[{'artist_name': 'Coldplay', 'artist_id': '4gzpq5DPGxSnKTe4SA8HAU'}]",0.485,0.619,5.0,-7.115,0.0,0.0289,0.0941,3.31e-06,0.109,0.416,138.017,242373.0
Poker Face,5R8dQOPq8haW94K7mgERlO,79,2008-01-01,day,{'isrc': 'USUM70824409'},https://open.spotify.com/track/5R8dQOPq8haW94K7mgERlO,"[{'artist_name': 'Lady Gaga', 'artist_id': '1HY2Jd0NmPuamShAr6KMms'}]",,,,,,,,,,,,
Boom Boom Pow,3opVsyWVYEAFK9bJAG8Opa,66,2009-01-01,day,{'isrc': 'USUM70955624'},https://open.spotify.com/track/3opVsyWVYEAFK9bJAG8Opa,"[{'artist_name': 'Black Eyed Peas', 'artist_id': '1yxSLGMDHlW21z4YXirZDS'}]",,,,,,,,,,,,
TiK ToK,0HPD5WQqrq7wPWR7P7Dw1i,83,2010-01-01,day,{'isrc': 'USRC10900433'},https://open.spotify.com/track/0HPD5WQqrq7wPWR7P7Dw1i,"[{'artist_name': 'Kesha', 'artist_id': '6LqNN22kT3074XbTVUrhzX'}]",,,,,,,,,,,,
Gold Digger,1PS1QMdUqOal0ai3Gt7sDQ,79,2005-08-30,day,{'isrc': 'USUM70500143'},https://open.spotify.com/track/1PS1QMdUqOal0ai3Gt7sDQ,"[{'artist_name': 'Kanye West', 'artist_id': '5K4W6rqBFWDnAN6FQUkS6x'}, {'artist_name': 'Jamie Foxx', 'artist_id': '7LnaAXbDVIL75IVPnndf7w'}]",0.631,0.696,1.0,-5.572,0.0,0.348,0.0192,0.0,0.0554,0.621,92.941,207627.0
Bleeding Love,7wZUrN8oemZfsEd1CGkbXE,78,2007,year,{'isrc': 'GBHMU0700049'},https://open.spotify.com/track/7wZUrN8oemZfsEd1CGkbXE,"[{'artist_name': 'Leona Lewis', 'artist_id': '5lKZWd6HiSCLfnDGrq9RAm'}]",0.638,0.656,5.0,-5.886,1.0,0.0357,0.188,0.0,0.146,0.225,104.036,262467.0
Just Dance,2x7MyWybabEz6Y6wvHuwGE,77,2008-01-01,day,{'isrc': 'USUM70807646'},https://open.spotify.com/track/2x7MyWybabEz6Y6wvHuwGE,"[{'artist_name': 'Lady Gaga', 'artist_id': '1HY2Jd0NmPuamShAr6KMms'}, {'artist_name': ""Colby O'Donis"", 'artist_id': '7fObcBw9VM3x7ntWKCYl0z'}]",,,,,,,,,,,,
I'm Yours,3S0OXQeoh0w6AY8WQVckRW,79,2008-05-01,day,{'isrc': 'USEE10800667'},https://open.spotify.com/track/3S0OXQeoh0w6AY8WQVckRW,"[{'artist_name': 'Jason Mraz', 'artist_id': '4phGZZrJZRo4ElhRtViYdl'}]",,,,,,,,,,,,
In Da Club,4RY96Asd9IefaL3X4LOLZ8,73,2003-02-06,day,{'isrc': 'USIR10300033'},https://open.spotify.com/track/4RY96Asd9IefaL3X4LOLZ8,"[{'artist_name': '50 Cent', 'artist_id': '3q7HBObVc0L8jNeTe5Gofh'}]",0.902,0.72,6.0,-2.776,0.0,0.347,0.26,0.0,0.0749,0.805,90.059,193467.0
Irreplaceable,6RX5iL93VZ5fKmyvNXvF1r,72,2007-05-29,day,{'isrc': 'USSM10603620'},https://open.spotify.com/track/6RX5iL93VZ5fKmyvNXvF1r,"[{'artist_name': 'Beyoncé', 'artist_id': '6vWDO969PvNqNYHIOW5v0m'}]",,,,,,,,,,,,
SexyBack (feat. Timbaland),0O45fw2L5vsWpdsOdXwNAR,81,2006-09-12,day,{'isrc': 'USJI10600269'},https://open.spotify.com/track/0O45fw2L5vsWpdsOdXwNAR,"[{'artist_name': 'Justin Timberlake', 'artist_id': '31TPClRtHm23RisEBtV3X7'}, {'artist_name': 'Timbaland', 'artist_id': '5Y5TRrQiqgUO4S36tzjIRZ'}]",0.967,0.583,7.0,-5.562,0.0,0.0789,0.0584,0.0,0.0519,0.964,117.0,242733.0
Hips Don't Lie (feat. Wyclef Jean),3ZFTkvIE7kyPt6Nu3PEa7V,85,2005-11-28,day,{'isrc': 'USSM10600677'},https://open.spotify.com/track/3ZFTkvIE7kyPt6Nu3PEa7V,"[{'artist_name': 'Shakira', 'artist_id': '0EmeFodog0BfCgMzAIvKQp'}, {'artist_name': 'Wyclef Jean', 'artist_id': '7aBzpmFXB4WWpPl2F7RjBe'}]",0.778,0.824,10.0,-5.892,0.0,0.0712,0.284,0.0,0.405,0.756,100.024,218093.0
Hot In Herre,04KTF78FFg8sOHC1BADqbY,76,2002-06-25,day,{'isrc': 'USUR10200371'},https://open.spotify.com/track/04KTF78FFg8sOHC1BADqbY,"[{'artist_name': 'Nelly', 'artist_id': '2gBjLmx6zQnFGQJCAQpRgw'}]",0.956,0.745,11.0,-4.753,0.0,0.12,0.206,0.0,0.0615,0.912,107.075,228240.0
Fallin',0KQx6HOpJueiSkztcS0r7D,78,2001-06-05,day,{'isrc': 'USJAY0100057'},https://open.spotify.com/track/0KQx6HOpJueiSkztcS0r7D,"[{'artist_name': 'Alicia Keys', 'artist_id': '3DiDSECUqqY1AuBP8qtaIa'}]",,,,,,,,,,,,
You're Beautiful,0vg4WnUWvze6pBOJDTq99k,75,2005-08-08,day,{'isrc': 'USAT20401588'},https://open.spotify.com/track/0vg4WnUWvze6pBOJDTq99k,"[{'artist_name': 'James Blunt', 'artist_id': '7KMqksf0UMdyA0UCf4R3ux'}]",,,,,,,,,,,,
No One,0mZ5GyrHG908lqrHaTw4hi,77,2007-10-09,day,{'isrc': 'USJAY0700190'},https://open.spotify.com/track/0mZ5GyrHG908lqrHaTw4hi,"[{'artist_name': 'Alicia Keys', 'artist_id': '3DiDSECUqqY1AuBP8qtaIa'}]",,,,,,,,,,,,
Can't Get You out of My Head,3E7ZwUMJFqpsDOJzEkBrQ7,79,2001-10-01,day,{'isrc': 'GBAYE0100913'},https://open.spotify.com/track/3E7ZwUMJFqpsDOJzEkBrQ7,"[{'artist_name': 'Kylie Minogue', 'artist_id': '4RVnAU35WRWra6OZ3CbbMA'}]",,,,,,,,,,,,
I Kissed A Girl,005lwxGU1tms6HGELIcUv9,70,2008-06-17,day,{'isrc': 'USCA20801738'},https://open.spotify.com/track/005lwxGU1tms6HGELIcUv9,"[{'artist_name': 'Katy Perry', 'artist_id': '6jJ0s89eD6GaHleKKya26X'}]",0.699,0.76,5.0,-3.173,1.0,0.0677,0.00223,0.0,0.132,0.696,129.996,179640.0
How You Remind Me,0gmbgwZ8iqyMPmXefof8Yf,84,2001-09-11,day,{'isrc': 'NLA320119533'},https://open.spotify.com/track/0gmbgwZ8iqyMPmXefof8Yf,"[{'artist_name': 'Nickelback', 'artist_id': '6deZN1bslXzeGvOLaLMOIF'}]",0.446,0.764,10.0,-5.042,1.0,0.033,0.00135,0.0,0.099,0.543,172.094,223840.0
Apologize,6ucR4KfvsBFWCMVFDvyKKl,75,2007-04-02,day,{'isrc': 'USUM70722793'},https://open.spotify.com/track/6ucR4KfvsBFWCMVFDvyKKl,"[{'artist_name': 'Timbaland', 'artist_id': '5Y5TRrQiqgUO4S36tzjIRZ'}, {'artist_name': 'OneRepublic', 'artist_id': '5Pwc4xIPtQLFEnJriah9YJ'}]",,,,,,,,,,,,
Boulevard of Broken Dreams,1hwJKpe0BPUsq6UUrwBWTw,73,2004,year,{'isrc': 'USRE10401426'},https://open.spotify.com/track/1hwJKpe0BPUsq6UUrwBWTw,"[{'artist_name': 'Green Day', 'artist_id': '7oPftvlwr6VrsViSDV7fJY'}]",,,,,,,,,,,,
Need You Now,11EX5yhxr9Ihl3IN1asrfK,72,2010-01-01,day,{'isrc': 'USCN10900696'},https://open.spotify.com/track/11EX5yhxr9Ihl3IN1asrfK,"[{'artist_name': 'Lady A', 'artist_id': '32WkQRZEVKSzVAAYqukAEA'}]",0.587,0.622,4.0,-5.535,1.0,0.0303,0.0927,0.000636,0.2,0.231,107.943,277573.0
Empire State Of Mind,2igwFfvr1OAGX9SKDCPBwO,82,2009-09-08,day,{'isrc': 'USJZ10900031'},https://open.spotify.com/track/2igwFfvr1OAGX9SKDCPBwO,"[{'artist_name': 'JAY-Z', 'artist_id': '3nFkdlSjzX9mRTtwJOzDYB'}, {'artist_name': 'Alicia Keys', 'artist_id': '3DiDSECUqqY1AuBP8qtaIa'}]",0.491,0.956,11.0,-1.538,1.0,0.392,0.0295,0.0,0.46,0.811,173.585,276920.0
Bad Romance,0SiywuOBRcynK0uKGWdCnn,84,2009-11-05,day,{'isrc': 'USUM70918596'},https://open.spotify.com/track/0SiywuOBRcynK0uKGWdCnn,"[{'artist_name': 'Lady Gaga', 'artist_id': '1HY2Jd0NmPuamShAr6KMms'}]",,,,,,,,,,,,
Popular (with Playboi Carti & Madonna) - From The Idol Vol. 1 (Music from the HBO Original Series),6WzRpISELf3YglGAh7TXcG,82,2023-06-02,day,{'isrc': 'USUG12303876'},https://open.spotify.com/track/6WzRpISELf3YglGAh7TXcG,"[{'artist_name': 'The Weeknd', 'artist_id': '1Xyo4u8uXC1ZmMpatF05PJ'}, {'artist_name': 'Playboi Carti', 'artist_id': '699OTQXzgjhIYAHMy9RyPD'}, {'artist_name': 'Madonna', 'artist_id': '6tbjWDEIzxoDsBA1FuhfPW'}]",,,,,,,,,,,,
Bad Day,0mUyMawtxj1CJ76kn9gIZK,74,2005-02-22,day,{'isrc': 'USWB10401971'},https://open.spotify.com/track/0mUyMawtxj1CJ76kn9gIZK,"[{'artist_name': 'Daniel Powter', 'artist_id': '7xTcuBOIAAIGDOSvwYFPzk'}]",0.599,0.785,3.0,-4.013,1.0,0.0309,0.448,0.00336,0.151,0.52,140.046,233640.0
Dilemma,0ARK753YaiJbpLUk7z5yIM,79,2002-06-25,day,{'isrc': 'USUR10200370'},https://open.spotify.com/track/0ARK753YaiJbpLUk7z5yIM,"[{'artist_name': 'Nelly', 'artist_id': '2gBjLmx6zQnFGQJCAQpRgw'}, {'artist_name': 'Kelly Rowland', 'artist_id': '3AuMNF8rQAKOzjYppFNAoB'}]",0.727,0.552,2.0,-8.074,0.0,0.14,0.227,0.000164,0.198,0.607,168.189,289160.0
Stan,3UmaczJpikHgJFyBTAJVoz,80,2000-05-23,day,{'isrc': 'USIR10001280'},https://open.spotify.com/track/3UmaczJpikHgJFyBTAJVoz,"[{'artist_name': 'Eminem', 'artist_id': '7dGJo4pcD2V6oG8kP0tJRR'}, {'artist_name': 'Dido', 'artist_id': '2mpeljBig2IXLXRAFO9AAs'}]",0.78,0.768,6.0,-4.325,0.0,0.238,0.0371,2.34e-06,0.518,0.507,80.063,404107.0
Love Story (Taylor’s Version),3CeCwYWvdfXbZLXFhBrbnf,77,2021-02-12,day,{'isrc': 'USUG12100342'},https://open.spotify.com/track/3CeCwYWvdfXbZLXFhBrbnf,"[{'artist_name': 'Taylor Swift', 'artist_id': '06HL4z0CvFAxyc27GXpf02'}]",,,,,,,,,,,,
Beautiful Day,1VuBmEauSZywQVtqbxNqka,65,2000-01-01,day,{'isrc': 'GBAAN0000196'},https://open.spotify.com/track/1VuBmEauSZywQVtqbxNqka,"[{'artist_name': 'U2', 'artist_id': '51Blml2LZPmy7TTiAg47vQ'}]",0.539,0.926,2.0,-6.495,1.0,0.0499,0.014,0.00136,0.36,0.454,136.279,246400.0
Rehab,3N4DI1vuTSX1tz7fa2NQZw,73,2006,year,{'isrc': 'GBUM70603730'},https://open.spotify.com/track/3N4DI1vuTSX1tz7fa2NQZw,"[{'artist_name': 'Amy Winehouse', 'artist_id': '6Q192DXotxtaysaqNPy5yR'}]",,,,,,,,,,,,
Seven Nation Army,3dPQuX8Gs42Y7b454ybpMR,83,2003-04-01,day,{'isrc': 'USVT10300001'},https://open.spotify.com/track/3dPQuX8Gs42Y7b454ybpMR,"[{'artist_name': 'The White Stripes', 'artist_id': '4F84IBURUo98rz4r61KF70'}]",,,,,,,,,,,,
Big Girls Don't Cry (Personal),4AniPkv5vgdE1n6VKreiyI,67,2006-09-13,day,{'isrc': 'USUM70609115'},https://open.spotify.com/track/4AniPkv5vgdE1n6VKreiyI,"[{'artist_name': 'Fergie', 'artist_id': '3r17AfJCCUqC9Lf0OAc73G'}]",,,,,,,,,,,,
Mr. Brightside,003vvx7Niy0yvhvHt4a68B,87,2004,year,{'isrc': 'USIR20400274'},https://open.spotify.com/track/003vvx7Niy0yvhvHt4a68B,"[{'artist_name': 'The Killers', 'artist_id': '0C0XlULifJtAgn6ZNCW2eu'}]",,,,,,,,,,,,
Take Me Out,20I8RduZC2PWMWTDCZuuAN,81,2004-02-16,day,{'isrc': 'GBCEL0300192'},https://open.spotify.com/track/20I8RduZC2PWMWTDCZuuAN,"[{'artist_name': 'Franz Ferdinand', 'artist_id': '0XNa1vTidXlvJ2gHSsRi4A'}]",,,,,,,,,,,,
You Belong With Me (Taylor’s Version),1qrpoAMXodY6895hGKoUpA,80,2021-04-09,day,{'isrc': 'USUG12100622'},https://open.spotify.com/track/1qrpoAMXodY6895hGKoUpA,"[{'artist_name': 'Taylor Swift', 'artist_id': '06HL4z0CvFAxyc27GXpf02'}]",,,,,,,,,,,,
Clocks,0BCPKOYdS2jbQ8iyB56Zns,84,2002-08-27,day,{'isrc': 'GBAYE0200771'},https://open.spotify.com/track/0BCPKOYdS2jbQ8iyB56Zns,"[{'artist_name': 'Coldplay', 'artist_id': '4gzpq5DPGxSnKTe4SA8HAU'}]",0.577,0.749,5.0,-7.215,0.0,0.0279,0.599,0.0112,0.183,0.261,130.969,307880.0
Kryptonite,6ZOBP3NvffbU4SZcrnt1k6,80,2000,year,{'isrc': 'USUR19980187'},https://open.spotify.com/track/6ZOBP3NvffbU4SZcrnt1k6,"[{'artist_name': '3 Doors Down', 'artist_id': '2RTUTCvo6onsAnheUk3aL9'}]",0.545,0.865,11.0,-5.708,0.0,0.0286,0.00664,1.12e-05,0.168,0.543,99.01,233933.0
"Independent Women, Pt. 1",69XUpOpjzDKcfdxqZebGiI,63,2001-05-01,day,{'isrc': 'USSM10013276'},https://open.spotify.com/track/69XUpOpjzDKcfdxqZebGiI,"[{'artist_name': ""Destiny's Child"", 'artist_id': '1Y8cdNmUJH7yBTd9yOvr5i'}]",,,,,,,,,,,,
Hey There Delilah,4RCWB3V8V0dignt99LZ8vH,78,2005-01-25,day,{'isrc': 'US5260507213'},https://open.spotify.com/track/4RCWB3V8V0dignt99LZ8vH,"[{'artist_name': ""Plain White T's"", 'artist_id': '1g1yxsNVPhMUl9GrMjEb2o'}]",0.657,0.291,2.0,-10.572,1.0,0.0293,0.872,0.0,0.114,0.298,103.973,232533.0
Use Somebody,5VGlqQANWDKJFl0MBG3sg2,80,2008-09-23,day,{'isrc': 'USRC10800301'},https://open.spotify.com/track/5VGlqQANWDKJFl0MBG3sg2,"[{'artist_name': 'Kings of Leon', 'artist_id': '2qk9voo8llSGYcZ6xrBzKx'}]",0.276,0.715,0.0,-5.356,1.0,0.0432,0.00552,0.000417,0.201,0.173,137.028,230760.0
Get Ur Freak On,6zsk6uF3MxfIeHPlubKBvR,68,2001-05-14,day,{'isrc': 'USEW20100036'},https://open.spotify.com/track/6zsk6uF3MxfIeHPlubKBvR,"[{'artist_name': 'Missy Elliott', 'artist_id': '2wIVse2owClT7go1WT98tk'}]",,,,,,,,,,,,
Lady Marmalade - Single Edit,0PSZ9G584Ve27GK6ThlY6P,69,2001-06-26,day,{'isrc': 'USUM72206801'},https://open.spotify.com/track/0PSZ9G584Ve27GK6ThlY6P,"[{'artist_name': 'Christina Aguilera', 'artist_id': '1l7ZsJRRS8wlW3WfJfPfNS'}, {'artist_name': ""Lil' Kim"", 'artist_id': '5tth2a3v0sWwV1C7bApBdX'}, {'artist_name': 'Mýa', 'artist_id': '6lHL3ubAMgSasKjNqKb8HF'}, {'artist_name': 'P!nk', 'artist_id': '1KCSPY1glIKqW2TotWuXOR'}]",,,,,,,,,,,,
Chasing Cars,5hnyJvgoWiQUYZttV4wXy6,82,2006-01-01,day,{'isrc': 'GBUM70600345'},https://open.spotify.com/track/5hnyJvgoWiQUYZttV4wXy6,"[{'artist_name': 'Snow Patrol', 'artist_id': '3rIZMv9rysU7JkLzEaC5Jp'}]",,,,,,,,,,,,
The Reason,5B5eTk7DF8KVp1zpQoY1XY,82,2024-01-12,day,{'isrc': 'USIR20300704'},https://open.spotify.com/track/5B5eTk7DF8KVp1zpQoY1XY,"[{'artist_name': 'Hoobastank', 'artist_id': '2MqhkhX4npxDZ62ObR5ELO'}]",,,,,,,,,,,,
"Hey, Soul Sister",4HlFJV71xXKIGcU3kRyttv,83,2010-12-01,day,{'isrc': 'USSM10904113'},https://open.spotify.com/track/4HlFJV71xXKIGcU3kRyttv,"[{'artist_name': 'Train', 'artist_id': '3FUY2gzHeIiaesXtOAdB7A'}]",0.673,0.886,1.0,-4.44,0.0,0.0431,0.185,0.0,0.0826,0.795,97.012,216773.0
Disturbia,2VOomzT6VavJOGBeySqaMc,79,2008-06-02,day,{'isrc': 'USUM70814476'},https://open.spotify.com/track/2VOomzT6VavJOGBeySqaMc,"[{'artist_name': 'Rihanna', 'artist_id': '5pKCCKE2ajJHZ9KAiaK11H'}]",0.707,0.813,11.0,-4.515,0.0,0.0571,0.0863,0.0,0.168,0.722,124.921,238627.0
Complicated,5xEM5hIgJ1jjgcEBfpkt2F,82,2002-06-04,day,{'isrc': 'USAR10200223'},https://open.spotify.com/track/5xEM5hIgJ1jjgcEBfpkt2F,"[{'artist_name': 'Avril Lavigne', 'artist_id': '0p4nmQO2msCgU4IF37Wi3j'}]",0.585,0.776,5.0,-5.898,1.0,0.0459,0.0572,7.74e-06,0.3,0.427,77.987,244507.0
Since U Been Gone,3xrn9i8zhNZsTtcoWgQEAd,75,2004-01-17,day,{'isrc': 'GBCTA0400231'},https://open.spotify.com/track/3xrn9i8zhNZsTtcoWgQEAd,"[{'artist_name': 'Kelly Clarkson', 'artist_id': '3BmGtnKgCSGYIUhmivXKWX'}]",0.662,0.741,0.0,-5.406,1.0,0.0334,0.00165,0.0303,0.114,0.404,131.0,188960.0
Hot N Cold,1y4eb6hmAvsqlDOl3fx9kk,72,2008-06-17,day,{'isrc': 'USCA20802544'},https://open.spotify.com/track/1y4eb6hmAvsqlDOl3fx9kk,"[{'artist_name': 'Katy Perry', 'artist_id': '6jJ0s89eD6GaHleKKya26X'}]",0.706,0.841,7.0,-3.956,1.0,0.0418,7.95e-05,0.0,0.0688,0.861,132.032,220227.0
Promiscuous,2gam98EZKrF9XuOkU13ApN,84,2006-01-01,day,{'isrc': 'USUM70603473'},https://open.spotify.com/track/2gam98EZKrF9XuOkU13ApN,"[{'artist_name': 'Nelly Furtado', 'artist_id': '2jw70GZXlAI8QzWeY2bgRc'}, {'artist_name': 'Timbaland', 'artist_id': '5Y5TRrQiqgUO4S36tzjIRZ'}]",,,,,,,,,,,,
Toxic,6I9VzXrHxO9rA9A5euc8Ak,83,2003-11-13,day,{'isrc': 'USJI10301005'},https://open.spotify.com/track/6I9VzXrHxO9rA9A5euc8Ak,"[{'artist_name': 'Britney Spears', 'artist_id': '26dSoYclwsYLMAKD3tpOr4'}]",0.774,0.838,5.0,-3.914,0.0,0.114,0.0249,0.025,0.242,0.924,143.04,198800.0
I Hope You Dance,65B1tEOv5W294uCKbmEcFV,62,2000-01-01,day,{'isrc': 'USMCN0000018'},https://open.spotify.com/track/65B1tEOv5W294uCKbmEcFV,"[{'artist_name': 'Lee Ann Womack', 'artist_id': '738OS3zrCO782uDiUN9pet'}]",0.385,0.443,7.0,-9.627,0.0,0.0295,0.0632,0.0,0.0898,0.275,151.278,294533.0
Right Round,3GpbwCm3YxiWDvy29Uo3vP,80,2009-03-23,day,{'isrc': 'USAT20900156'},https://open.spotify.com/track/3GpbwCm3YxiWDvy29Uo3vP,"[{'artist_name': 'Flo Rida', 'artist_id': '0jnsk9HBra6NMjO2oANoPY'}, {'artist_name': 'Kesha', 'artist_id': '6LqNN22kT3074XbTVUrhzX'}]",0.72,0.672,7.0,-6.852,1.0,0.0551,0.009,0.0,0.232,0.705,124.986,204640.0
Stronger,0j2T0R9dR9qdJYsB7ciXhf,81,2007-09-11,day,{'isrc': 'USUM70741299'},https://open.spotify.com/track/0j2T0R9dR9qdJYsB7ciXhf,"[{'artist_name': 'Kanye West', 'artist_id': '5K4W6rqBFWDnAN6FQUkS6x'}]",,,,,,,,,,,,
Yellow,3AJwUDP919kvQ9QcozQPxg,90,2000-07-10,day,{'isrc': 'GBAYE0000267'},https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg,"[{'artist_name': 'Coldplay', 'artist_id': '4gzpq5DPGxSnKTe4SA8HAU'}]",0.429,0.661,11.0,-7.227,1.0,0.0281,0.00239,0.00013,0.234,0.285,173.365,266773.0
Ms. Jackson,0I3q5fE6wg7LIfHGngUTnV,82,2000-10-31,day,{'isrc': 'USLF20000357'},https://open.spotify.com/track/0I3q5fE6wg7LIfHGngUTnV,"[{'artist_name': 'Outkast', 'artist_id': '1G9G7WwrXka3Z1r7aIDjI7'}]",0.843,0.805,4.0,-5.946,0.0,0.269,0.142,0.0,0.0771,0.615,94.946,270507.0
Where Is The Love?,0xmjwnQ3FNE6HuWCt2nHdZ,80,2003-06-24,day,{'isrc': 'USIR10311862'},https://open.spotify.com/track/0xmjwnQ3FNE6HuWCt2nHdZ,"[{'artist_name': 'Black Eyed Peas', 'artist_id': '1yxSLGMDHlW21z4YXirZDS'}]",,,,,,,,,,,,
Without Me,7lQ8MOhq6IN2w8EYcFNSUk,87,2002-05-26,day,{'isrc': 'USIR10211038'},https://open.spotify.com/track/7lQ8MOhq6IN2w8EYcFNSUk,"[{'artist_name': 'Eminem', 'artist_id': '7dGJo4pcD2V6oG8kP0tJRR'}]",0.908,0.669,7.0,-2.827,1.0,0.0738,0.00286,0.0,0.237,0.662,112.238,290320.0
Live Your Life,3jlbL2OTD5YmIunYzgQTAN,75,2008-09-07,day,{'isrc': 'USAT20803620'},https://open.spotify.com/track/3jlbL2OTD5YmIunYzgQTAN,"[{'artist_name': 'T.I.', 'artist_id': '4OBJLual30L7gRl5UkeRcT'}, {'artist_name': 'Rihanna', 'artist_id': '5pKCCKE2ajJHZ9KAiaK11H'}]",0.375,0.862,11.0,-3.363,0.0,0.255,0.071,0.0,0.211,0.478,159.841,338853.0
Bye Bye Bye - From Deadpool and Wolverine Soundtrack,62bOmKYxYg7dhrC6gH9vFn,82,2000-03-21,day,{'isrc': 'USJI10000001'},https://open.spotify.com/track/62bOmKYxYg7dhrC6gH9vFn,"[{'artist_name': '*NSYNC', 'artist_id': '6Ff53KvcvAj5U7Z1vojB5o'}]",,,,,,,,,,,,
Drops of Jupiter (Tell Me),2hKdd3qO7cWr2Jo0Bcs0MA,80,2001-03-27,day,{'isrc': 'USSM10019751'},https://open.spotify.com/track/2hKdd3qO7cWr2Jo0Bcs0MA,"[{'artist_name': 'Train', 'artist_id': '3FUY2gzHeIiaesXtOAdB7A'}]",,,,,,,,,,,,
